_id,constituency,district,name,gender,age,party,const_category,total_electors,total_const_votes,votes,candidate_voteshare_percent
2179,Rajaji Nagar,B.B.M.P(Central),P.K Patil,M,47,IND,GEN,176249,107802,52,0.05
2180,Rajaji Nagar,B.B.M.P(Central),Shobha,F,41,IND,GEN,176249,107802,309,0.29
2181,Rajaji Nagar,B.B.M.P(Central),Keshav S.Himalai,M,44,IND,GEN,176249,107802,291,0.27
2182,Rajaji Nagar,B.B.M.P(Central),R.B Shivakumar,M,38,IND,GEN,176249,107802,259,0.24
2183,Rajaji Nagar,B.B.M.P(Central),Vijay Kumar M K,M,37,IND,GEN,176249,107802,85,0.08
2184,Rajaji Nagar,B.B.M.P(Central),Muniswamy.K,M,75,ADMK,GEN,176249,107802,1660,1.54
2185,Rajaji Nagar,B.B.M.P(Central),Vishwanath.G.P,M,25,NCP,GEN,176249,107802,253,0.23
2186,Rajaji Nagar,B.B.M.P(Central),Sharana Goud.B,M,28,PPOI,GEN,176249,107802,105,0.1
2187,Rajaji Nagar,B.B.M.P(Central),S.Suresh Kumar,M,57,BJP,GEN,176249,107802,39291,36.45
2188,Rajaji Nagar,B.B.M.P(Central),Dhananjaya.H.H,M,41,IND,GEN,176249,107802,187,0.17
2189,Rajaji Nagar,B.B.M.P(Central),Prashanth.S.M,M,33,IND,GEN,176249,107802,185,0.17
2190,Rajaji Nagar,B.B.M.P(Central),Rupa Rani,F,45,LSP,GEN,176249,107802,880,0.82
2191,Rajaji Nagar,B.B.M.P(Central),Nagaraja.H.N,M,42,IND,GEN,176249,107802,140,0.13
2192,Rajaji Nagar,B.B.M.P(Central),S.Anitha Gowda,F,34,BPJP,GEN,176249,107802,116,0.11
2193,Rajaji Nagar,B.B.M.P(Central),S.Shobha,F,32,BhJD,GEN,176249,107802,385,0.36
2194,Rajaji Nagar,B.B.M.P(Central),Prathibha Kumari.B.S,F,46,SUCI,GEN,176249,107802,182,0.17
2195,Rajaji Nagar,B.B.M.P(Central),R.Harisharadhya,M,46,BSRC,GEN,176249,107802,457,0.42
2196,Rajaji Nagar,B.B.M.P(Central),S.T Anand,M,52,JD(S),GEN,176249,107802,16794,15.58
2197,Rajaji Nagar,B.B.M.P(Central),Rakshith.M,M,25,IND,GEN,176249,107802,183,0.17
2198,Rajaji Nagar,B.B.M.P(Central),R.Manjula Naidu,F,43,INC,GEN,176249,107802,24524,22.75
2199,Govindraj Nagar,B.B.M.P(South),T.M. Range Gowda,M,68,JD(S),GEN,239465,131237,20662,15.74
2200,Govindraj Nagar,B.B.M.P(South),Harish. K,M,25,IND,GEN,239465,131237,598,0.46
2201,Govindraj Nagar,B.B.M.P(South),H. Ravindra,M,50,BJP,GEN,239465,131237,30194,23.01
2202,Govindraj Nagar,B.B.M.P(South),P. Doddaiah,M,45,KJP,GEN,239465,131237,5227,3.98
2203,Govindraj Nagar,B.B.M.P(South),Mahesh. R,M,38,IND,GEN,239465,131237,511,0.39
2204,Govindraj Nagar,B.B.M.P(South),B.S. Vijayakumar,M,65,SJPA,GEN,239465,131237,313,0.24
2205,Govindraj Nagar,B.B.M.P(South),Priyakrishna,M,29,INC,GEN,239465,131237,72654,55.36
2206,Govindraj Nagar,B.B.M.P(South),Abhimani Narendra,M,55,IND,GEN,239465,131237,255,0.19
2207,Govindraj Nagar,B.B.M.P(South),Ravindra,M,33,IND,GEN,239465,131237,324,0.25
2208,Govindraj Nagar,B.B.M.P(South),K. Rajashekar,M,40,BSRC,GEN,239465,131237,499,0.38
2209,Vijay Nagar,B.B.M.P(South),M.Krishnappa,M,61,INC,GEN,235950,133197,76891,57.73
2210,Vijay Nagar,B.B.M.P(South),Muralidhara.D.J,M,48,NPP,GEN,235950,133197,256,0.19
2211,Vijay Nagar,B.B.M.P(South),M.Raju,M,45,IND,GEN,235950,133197,321,0.24
2212,Vijay Nagar,B.B.M.P(South),Prashanth.N,M,43,IND,GEN,235950,133197,267,0.2
2213,Vijay Nagar,B.B.M.P(South),Syed Farooq,M,34,IND,GEN,235950,133197,206,0.15
2214,Vijay Nagar,B.B.M.P(South),Yadavi.K.M,F,36,BSRC,GEN,235950,133197,231,0.17
2215,Vijay Nagar,B.B.M.P(South),Zakir Hussain Khan,M,25,IND,GEN,235950,133197,212,0.16
2216,Vijay Nagar,B.B.M.P(South),Balakrishna.R.K.Raju,M,47,IND,GEN,235950,133197,210,0.16
2217,Vijay Nagar,B.B.M.P(South),S.Siddaraju,M,43,RPI,GEN,235950,133197,132,0.1
2218,Vijay Nagar,B.B.M.P(South),R.Ramesh,M,46,IND,GEN,235950,133197,328,0.25
2219,Vijay Nagar,B.B.M.P(South),Syed Sabeer,M,37,IND,GEN,235950,133197,83,0.06
2220,Vijay Nagar,B.B.M.P(South),Syed Ulla Habib,M,60,IND,GEN,235950,133197,73,0.05
2221,Vijay Nagar,B.B.M.P(South),Dr Syed Thasaduk Ahamed,M,37,IND,GEN,235950,133197,64,0.05
2222,Vijay Nagar,B.B.M.P(South),B.S. Kanyakumari,F,56,JD(S),GEN,235950,133197,4253,3.19
2223,Vijay Nagar,B.B.M.P(South),B.S.Vagesh Prasad,M,51,KJP,GEN,235950,133197,1791,1.34
2224,Vijay Nagar,B.B.M.P(South),M.Mukunda,M,63,IND,GEN,235950,133197,819,0.61
2225,Vijay Nagar,B.B.M.P(South),K.S.Vanajamba,F,74,LSP,GEN,235950,133197,778,0.58
2226,Vijay Nagar,B.B.M.P(South),Shaik Sardar,M,58,IND,GEN,235950,133197,169,0.13
2227,Vijay Nagar,B.B.M.P(South),Arvind.B.Patil,M,33,IND,GEN,235950,133197,136,0.1
2228,Vijay Nagar,B.B.M.P(South),V.Somanna,M,61,BJP,GEN,235950,133197,44249,33.22
2229,Vijay Nagar,B.B.M.P(South),Harsha Mutalik,M,27,JD(U),GEN,235950,133197,133,0.1
2230,Vijay Nagar,B.B.M.P(South),M. Krishnappa,M,53,IND,GEN,235950,133197,343,0.26
2231,Vijay Nagar,B.B.M.P(South),Jayakumar.C.N,M,36,BSP,GEN,235950,133197,553,0.42
2232,Vijay Nagar,B.B.M.P(South),C.K.Ravi,M,41,BDBRAJP,GEN,235950,133197,93,0.07
2233,Vijay Nagar,B.B.M.P(South),Ganesh Shanbhogue,M,57,IND,GEN,235950,133197,606,0.45
2234,Chamrajpet,B.B.M.P(Central),Syed Khadeer,M,48,IND,GEN,183009,107679,280,0.26
2235,Chamrajpet,B.B.M.P(Central),K.Mani,M,48,IND,GEN,183009,107679,320,0.3
2236,Chamrajpet,B.B.M.P(Central),Syed Aslam,M,40,NPP,GEN,183009,107679,135,0.13
2237,Chamrajpet,B.B.M.P(Central),C.B.Abdul Sab,M,46,IND,GEN,183009,107679,79,0.07
2238,Chamrajpet,B.B.M.P(Central),B.K.Aslam Khan,M,39,IND,GEN,183009,107679,65,0.06
2239,Chamrajpet,B.B.M.P(Central),Amjad Khan,M,35,IND,GEN,183009,107679,110,0.1
2240,Chamrajpet,B.B.M.P(Central),B.Z.Zameer Ahmed Khan,M,48,JD(S),GEN,183009,107679,56339,52.32
2241,Chamrajpet,B.B.M.P(Central),S.N.Harish Narayan,M,37,IND,GEN,183009,107679,209,0.19
2242,Chamrajpet,B.B.M.P(Central),Asif Pasha,M,35,IND,GEN,183009,107679,101,0.09
2243,Chamrajpet,B.B.M.P(Central),B.V.Ganesh,M,42,IND,GEN,183009,107679,250,0.23
2244,Chamrajpet,B.B.M.P(Central),Usman Baig,M,54,SDP,GEN,183009,107679,2942,2.73
2245,Chamrajpet,B.B.M.P(Central),B.S.Gowda,M,32,JD(U),GEN,183009,107679,161,0.15
2246,Chamrajpet,B.B.M.P(Central),Shahtaj Khanam,F,41,KJP,GEN,183009,107679,638,0.59
2247,Chamrajpet,B.B.M.P(Central),M.Shiva Kumar,M,38,IND,GEN,183009,107679,458,0.43
2248,Chamrajpet,B.B.M.P(Central),C.B.K. Rama,M,37,IND,GEN,183009,107679,388,0.36
2249,Chamrajpet,B.B.M.P(Central),Annappa.K,M,25,IND,GEN,183009,107679,330,0.31
2250,Chamrajpet,B.B.M.P(Central),G.A.Bava,M,63,INC,GEN,183009,107679,26177,24.31
2251,Chamrajpet,B.B.M.P(Central),B.V.Ganesh,M,58,BJP,GEN,183009,107679,17720,16.46
2252,Chamrajpet,B.B.M.P(Central),Subramani.T,M,42,IND,GEN,183009,107679,917,0.85
2253,Chamrajpet,B.B.M.P(Central),Asgar-A-Maheen.S.M,M,44,IND,GEN,183009,107679,60,0.06
2254,Chickpet,B.B.M.P(Central),R.V. Devraj,M,55,INC,GEN,187694,108814,44714,41.09
2255,Chickpet,B.B.M.P(Central),K.S. Babu,M,60,IND,GEN,187694,108814,139,0.13
2256,Chickpet,B.B.M.P(Central),Abdul Aleem Turabi,M,51,IND,GEN,187694,108814,113,0.1
2257,Chickpet,B.B.M.P(Central),M.C. Narayana Gowda,M,61,JD(S),GEN,187694,108814,24382,22.41
2258,Chickpet,B.B.M.P(Central),Mujahid Pasha.A,M,31,SDPI,GEN,187694,108814,4821,4.43
2259,Chickpet,B.B.M.P(Central),Khamar Taj,F,38,KJP,GEN,187694,108814,953,0.88
2260,Chickpet,B.B.M.P(Central),M.K. Shanmugaraj,M,44,IND,GEN,187694,108814,454,0.42
2261,Chickpet,B.B.M.P(Central),R. Nagaraja,M,55,IND,GEN,187694,108814,396,0.36
2262,Chickpet,B.B.M.P(Central),R. Vasanth Kumar,M,43,IND,GEN,187694,108814,235,0.22
2263,Chickpet,B.B.M.P(Central),K. Ravichandra Rao,M,42,IND,GEN,187694,108814,258,0.24
2264,Chickpet,B.B.M.P(Central),Ambrose D'Mello,M,45,IND,GEN,187694,108814,133,0.12
2265,Chickpet,B.B.M.P(Central),Uday.B.Garudachar,M,53,BJP,GEN,187694,108814,31655,29.09
2266,Chickpet,B.B.M.P(Central),Asgar 'A' Maheen.S.M,M,44,IND,GEN,187694,108814,89,0.08
2267,Chickpet,B.B.M.P(Central),Kuram Pasha,M,36,IND,GEN,187694,108814,74,0.07
2268,Chickpet,B.B.M.P(Central),M. Adhi Mulam,M,38,IND,GEN,187694,108814,71,0.07
2269,Chickpet,B.B.M.P(Central),S. Padmanabha,M,64,IND,GEN,187694,108814,327,0.3
2270,Basavanagudi,B.B.M.P(South),Ravi Subramanya.L.A.,M,55,BJP,GEN,198604,103647,43876,42.33
2271,Basavanagudi,B.B.M.P(South),K.N.Venkatesh,M,49,IND,GEN,198604,103647,281,0.27
2272,Basavanagudi,B.B.M.P(South),N.Ravi,M,50,SUCI,GEN,198604,103647,253,0.24
2273,Basavanagudi,B.B.M.P(South),Dr.Nagesh.M.N.,M,46,IND,GEN,198604,103647,200,0.19
2274,Basavanagudi,B.B.M.P(South),T.K.Premkumar,M,49,PPOI,GEN,198604,103647,168,0.16
2275,Basavanagudi,B.B.M.P(South),Gopal.K.,M,38,IND,GEN,198604,103647,158,0.15
2276,Basavanagudi,B.B.M.P(South),Dr.Kodur Venkatesh,M,51,IND,GEN,198604,103647,110,0.11
2277,Basavanagudi,B.B.M.P(South),N.Hemanth Kumar Gowda,M,33,JD(U),GEN,198604,103647,88,0.08
2278,Basavanagudi,B.B.M.P(South),Arunkumar.P.,M,42,IND,GEN,198604,103647,79,0.08
2279,Basavanagudi,B.B.M.P(South),K.Bagegowda,M,56,JD(S),GEN,198604,103647,24163,23.31
2280,Basavanagudi,B.B.M.P(South),B.K.Chandrashekar,M,76,INC,GEN,198604,103647,21588,20.83
2281,Basavanagudi,B.B.M.P(South),Ravikiran,M,55,KJP,GEN,198604,103647,1741,1.68
2282,Basavanagudi,B.B.M.P(South),Shivakumar.V.,M,32,IND,GEN,198604,103647,528,0.51
2283,Basavanagudi,B.B.M.P(South),L.Ramesh,M,39,BSP,GEN,198604,103647,481,0.46
2284,Basavanagudi,B.B.M.P(South),Yogesh,M,30,IND,GEN,198604,103647,243,0.23
2285,Basavanagudi,B.B.M.P(South),Shanthala Dhamle,F,40,LSP,GEN,198604,103647,9071,8.75
2286,Basavanagudi,B.B.M.P(South),V.Nanjunda,M,31,LJP,GEN,198604,103647,286,0.28
2287,Basavanagudi,B.B.M.P(South),K.N.Chandrashekar,M,35,IND,GEN,198604,103647,333,0.32
2288,Padmanaba Nagar,B.B.M.P(South),T.S.Sridhar,M,44,IND,GEN,219754,128353,223,0.17
2289,Padmanaba Nagar,B.B.M.P(South),Santhosh G,M,40,JD(U),GEN,219754,128353,203,0.16
2290,Padmanaba Nagar,B.B.M.P(South),H.C. Krishnamurthy,M,52,IND,GEN,219754,128353,139,0.11
2291,Padmanaba Nagar,B.B.M.P(South),K.C.Srinivasa,M,32,IND,GEN,219754,128353,266,0.21
2292,Padmanaba Nagar,B.B.M.P(South),Dr.M.R.V.Prasad,M,62,JD(S),GEN,219754,128353,26272,20.47
2293,Padmanaba Nagar,B.B.M.P(South),Syed Zubair,M,33,IND,GEN,219754,128353,395,0.31
2294,Padmanaba Nagar,B.B.M.P(South),R Ashoka,M,55,BJP,GEN,219754,128353,53680,41.82
2295,Padmanaba Nagar,B.B.M.P(South),Rajkatte Manjunath N,M,39,IND,GEN,219754,128353,2386,1.86
2296,Padmanaba Nagar,B.B.M.P(South),S.Lakshmi Narayana,M,40,IND,GEN,219754,128353,168,0.13
2297,Padmanaba Nagar,B.B.M.P(South),Syed Ansar,M,47,IND,GEN,219754,128353,3531,2.75
2298,Padmanaba Nagar,B.B.M.P(South),S.N.Sreerama,M,62,KJP,GEN,219754,128353,3089,2.41
2299,Padmanaba Nagar,B.B.M.P(South),L.S.Chethan Gowda,M,30,INC,GEN,219754,128353,33557,26.14
2300,Padmanaba Nagar,B.B.M.P(South),Wg Cdr G.B.Athri (Retd),M,58,IND,GEN,219754,128353,335,0.26
2301,Padmanaba Nagar,B.B.M.P(South),Sumitra Iyengar,F,56,LSP,GEN,219754,128353,2880,2.24
2302,Padmanaba Nagar,B.B.M.P(South),Abdul Razack Khan,M,36,BSP,GEN,219754,128353,1229,0.96
2303,B.T.M.Layout,B.B.M.P(South),J. Ramesh Reddy,M,36,JD(S),GEN,206974,110486,8346,7.55
2304,B.T.M.Layout,B.B.M.P(South),Srinivasa,M,38,KJP,GEN,206974,110486,1902,1.72
2305,B.T.M.Layout,B.B.M.P(South),N. Sudhakar,M,36,BJP,GEN,206974,110486,20664,18.7
2306,B.T.M.Layout,B.B.M.P(South),Thyagaraj,M,28,BDBRAJP,GEN,206974,110486,309,0.28
2307,B.T.M.Layout,B.B.M.P(South),Ravi Krishna Reddy,M,38,LSP,GEN,206974,110486,6596,5.97
2308,B.T.M.Layout,B.B.M.P(South),Hariram .A,M,35,BSP,GEN,206974,110486,1311,1.19
2309,B.T.M.Layout,B.B.M.P(South),Ramalingareddy,M,60,INC,GEN,206974,110486,69712,63.1
2310,B.T.M.Layout,B.B.M.P(South),R. Ravindrakumar,M,51,IND,GEN,206974,110486,1324,1.2
2311,B.T.M.Layout,B.B.M.P(South),Mohammed Sadiq,M,33,IND,GEN,206974,110486,322,0.29
2312,Jayanagar,B.B.M.P(South),Rajesh.K.,M,39,BSRC,GEN,170907,95565,157,0.16
2313,Jayanagar,B.B.M.P(South),Manjunatha.N,M,25,IND,GEN,170907,95565,309,0.32
2314,Jayanagar,B.B.M.P(South),Mohammed Kaleemulla,M,42,RCMP,GEN,170907,95565,168,0.18
2315,Jayanagar,B.B.M.P(South),Dr Kodur Venkatesh,M,51,IND,GEN,170907,95565,214,0.22
2316,Jayanagar,B.B.M.P(South),B.N. Vijayakumar,M,54,BJP,GEN,170907,95565,43990,46.03
2317,Jayanagar,B.B.M.P(South),Dilip Raj,M,37,IND,GEN,170907,95565,107,0.11
2318,Jayanagar,B.B.M.P(South),Magic Ramesh,M,53,IND,GEN,170907,95565,216,0.23
2319,Jayanagar,B.B.M.P(South),C.K.Ravi Chandra,M,52,IND,GEN,170907,95565,369,0.39
2320,Jayanagar,B.B.M.P(South),Moula.,M,44,IND,GEN,170907,95565,142,0.15
2321,Jayanagar,B.B.M.P(South),Shashikala,F,39,BSP,GEN,170907,95565,434,0.45
2322,Jayanagar,B.B.M.P(South),Maasthi Zakir Ali Khan,M,44,IND,GEN,170907,95565,745,0.78
2323,Jayanagar,B.B.M.P(South),Sunil Kumar. S,M,28,IND,GEN,170907,95565,538,0.56
2324,Jayanagar,B.B.M.P(South),Ravikumar.V.,M,42,KJP,GEN,170907,95565,1457,1.52
2325,Jayanagar,B.B.M.P(South),M.C.Venugopal,M,52,INC,GEN,170907,95565,31678,33.15
2326,Jayanagar,B.B.M.P(South),K.S.Sameeulla,M,50,JD(S),GEN,170907,95565,12097,12.66
2327,Jayanagar,B.B.M.P(South),Rohith Patel,M,28,LSP,GEN,170907,95565,2182,2.28
2328,Jayanagar,B.B.M.P(South),Ajmal Pasha,M,27,IND,GEN,170907,95565,95,0.1
2329,Jayanagar,B.B.M.P(South),Lakshminarayana.,M,59,IND,GEN,170907,95565,667,0.7
2330,Mahadevapura,Bangalore Urban,Arvind Limbavali,M,46,BJP,SC,368393,226749,110244,48.62
2331,Mahadevapura,Bangalore Urban,Venkatesh.N,M,42,BSP,SC,368393,226749,786,0.35
2332,Mahadevapura,Bangalore Urban,Muniraja.P,M,40,IND,SC,368393,226749,467,0.21
2333,Mahadevapura,Bangalore Urban,A.C.Srinivas,M,46,INC,SC,368393,226749,104095,45.91
2334,Mahadevapura,Bangalore Urban,N.Govardhan,M,48,JD(S),SC,368393,226749,5604,2.47
2335,Mahadevapura,Bangalore Urban,Nagesh.T,M,38,IND,SC,368393,226749,438,0.19
2336,Mahadevapura,Bangalore Urban,Muniyappa,M,47,KJP,SC,368393,226749,1393,0.61
2337,Mahadevapura,Bangalore Urban,Mayur Patel,M,31,BSRC,SC,368393,226749,1532,0.68
2338,Mahadevapura,Bangalore Urban,M.Manjunath,M,52,BDBRAJP,SC,368393,226749,461,0.2
2339,Mahadevapura,Bangalore Urban,R.L.Srinivasa,M,28,IND,SC,368393,226749,1729,0.76
2340,Bommanahalli,B.B.M.P(South),Sathish Reddy.M,M,41,BJP,GEN,323091,174734,86552,49.53
2341,Bommanahalli,B.B.M.P(South),Nagabhushana.C,M,46,INC,GEN,323091,174734,60700,34.74
2342,Bommanahalli,B.B.M.P(South),R.Sharaschandra(Babu),M,50,JD(S),GEN,323091,174734,10621,6.08
2343,Bommanahalli,B.B.M.P(South),Dr.Ashwin Mahesh,M,43,LSP,GEN,323091,174734,11915,6.82
2344,Bommanahalli,B.B.M.P(South),S.N.Jagadish Reddy,M,36,IND,GEN,323091,174734,285,0.16
2345,Bommanahalli,B.B.M.P(South),B.Ramesh Reddy,M,40,KJP,GEN,323091,174734,1832,1.05
2346,Bommanahalli,B.B.M.P(South),Afsar Pasha,M,30,BSP,GEN,323091,174734,763,0.44
2347,Bommanahalli,B.B.M.P(South),Yogesh Devaraj,M,44,IND,GEN,323091,174734,1161,0.66
2348,Bommanahalli,B.B.M.P(South),Srinivas.S.T,M,32,BSRC,GEN,323091,174734,433,0.25
2349,Bommanahalli,B.B.M.P(South),Nagabhushan.R,M,38,IND,GEN,323091,174734,472,0.27
2350,Bangalore South,Bangalore Urban,Sundarappa,M,61,JD(U),GEN,447562,250737,335,0.13
2351,Bangalore South,Bangalore Urban,N.S. Ravichandra,M,33,BSRC,GEN,447562,250737,509,0.2
2352,Bangalore South,Bangalore Urban,K Gururaj,M,33,IND,GEN,447562,250737,407,0.16
2353,Bangalore South,Bangalore Urban,M. Krishnappa,M,50,BJP,GEN,447562,250737,102207,40.76
2354,Bangalore South,Bangalore Urban,T.N Kamal,M,29,IND,GEN,447562,250737,639,0.25
2355,Bangalore South,Bangalore Urban,Dr.Tejaswini Gowda,F,46,INC,GEN,447562,250737,63849,25.46
2356,Bangalore South,Bangalore Urban,Ashish Kapur,M,40,IND,GEN,447562,250737,394,0.16
2357,Bangalore South,Bangalore Urban,Jagadish Reddy,M,34,KJP,GEN,447562,250737,3936,1.57
2358,Bangalore South,Bangalore Urban,R. Prabhakara Reddy,M,42,JD(S),GEN,447562,250737,72045,28.73
2359,Bangalore South,Bangalore Urban,G.A. Gregory,M,46,IND,GEN,447562,250737,1347,0.54
2360,Bangalore South,Bangalore Urban,E Krishnappa,M,42,IND,GEN,447562,250737,1040,0.41
2361,Bangalore South,Bangalore Urban,A. Chowarappa,M,48,IND,GEN,447562,250737,691,0.28
2362,Bangalore South,Bangalore Urban,Vasanth,M,43,BSP,GEN,447562,250737,1363,0.54
2363,Bangalore South,Bangalore Urban,Murali Mohan,M,47,IND,GEN,447562,250737,1975,0.79
2364,Anekal,Bangalore Urban,Gopinatha G.M.,M,31,IND,SC,270767,186461,430,0.23
2365,Anekal,Bangalore Urban,A. Narayanaswamy,M,54,BJP,SC,270767,186461,65282,35.01
2366,Anekal,Bangalore Urban,Shivanna B.,M,46,INC,SC,270767,186461,105464,56.56
2367,Anekal,Bangalore Urban,Sukundha V.,M,32,KRRS,SC,270767,186461,436,0.23
2368,Anekal,Bangalore Urban,D. Mahadesh,M,38,CPM,SC,270767,186461,1923,1.03
2369,Anekal,Bangalore Urban,Srinivasa P.,M,34,BSP,SC,270767,186461,1365,0.73
2370,Anekal,Bangalore Urban,R. Krishnamurthy,M,59,KJP,SC,270767,186461,2369,1.27
2371,Anekal,Bangalore Urban,A. Narayanaswamy,M,34,IND,SC,270767,186461,1000,0.54
2372,Anekal,Bangalore Urban,Manjunatha,M,35,BSRC,SC,270767,186461,885,0.47
2373,Anekal,Bangalore Urban,Anekal Keshava,M,34,JD(S),SC,270767,186461,7307,3.92
2374,Hosakote,Bangalore Rural,M.T.B. Nagaraj,M,61,INC,GEN,182905,166395,85238,51.23
2375,Hosakote,Bangalore Rural,B N Bachegowda,M,71,BJP,GEN,182905,166395,78099,46.94
2376,Hosakote,Bangalore Rural,V.Sridhar,M,38,JD(S),GEN,182905,166395,1304,0.78
2377,Hosakote,Bangalore Rural,M.Premsagar,M,35,IND,GEN,182905,166395,92,0.06
2378,Hosakote,Bangalore Rural,Ananda .M.G,M,46,IND,GEN,182905,166395,88,0.05
2379,Hosakote,Bangalore Rural,N. Nagaraj (N.T.B),M,37,IND,GEN,182905,166395,225,0.14
2380,Hosakote,Bangalore Rural,A.N.Bache Gowda,M,57,IND,GEN,182905,166395,280,0.17
2381,Hosakote,Bangalore Rural,B.N.Ananda,M,42,IND,GEN,182905,166395,125,0.08
2382,Hosakote,Bangalore Rural,H.R. Shankar,M,53,IND,GEN,182905,166395,247,0.15
2383,Hosakote,Bangalore Rural,Upendra Madiga,M,30,BSP,GEN,182905,166395,474,0.28
2384,Hosakote,Bangalore Rural,T.V.Manjunatha Gowda,M,42,IND,GEN,182905,166395,223,0.13
2385,Devanahalli,Bangalore Rural,Shivappa M,M,34,IND,SC,185376,153547,419,0.27
2386,Devanahalli,Bangalore Rural,Rama Naik,M,63,IND,SC,185376,153547,297,0.19
2387,Devanahalli,Bangalore Rural,Pilla Munishamappa,M,48,JD(S),SC,185376,153547,70323,45.8
2388,Devanahalli,Bangalore Rural,Akkayamma,F,45,IND,SC,185376,153547,234,0.15
2389,Devanahalli,Bangalore Rural,D Muniraju,M,54,IND,SC,185376,153547,197,0.13
2390,Devanahalli,Bangalore Rural,Venkataswamy,M,43,INC,SC,185376,153547,68381,44.53
2391,Devanahalli,Bangalore Rural,G Chandranna,M,59,BJP,SC,185376,153547,9418,6.13
2392,Devanahalli,Bangalore Rural,Venkatesh P,M,42,BSP,SC,185376,153547,1283,0.84
2393,Devanahalli,Bangalore Rural,D R Narayanaswamy,M,39,BSRC,SC,185376,153547,1201,0.78
2394,Devanahalli,Bangalore Rural,A Hanumanthappa,M,53,KJP,SC,185376,153547,929,0.61
2395,Devanahalli,Bangalore Rural,K S Swamy,M,36,IND,SC,185376,153547,865,0.56
2396,Doddaballapur,Bangalore Rural,Kumara,M,44,BSRC,GEN,183115,148302,674,0.45
2397,Doddaballapur,Bangalore Rural,R Chandra Thejaswi,M,52,CPM,GEN,183115,148302,984,0.66
2398,Doddaballapur,Bangalore Rural,C.Channigappa,M,69,JD(S),GEN,183115,148302,34628,23.35
2399,Doddaballapur,Bangalore Rural,B Munegowda,M,57,IND,GEN,183115,148302,37430,25.24
2400,Doddaballapur,Bangalore Rural,J.Narashimaswamy,M,66,BJP,GEN,183115,148302,32753,22.09
2401,Doddaballapur,Bangalore Rural,V.Nagendra Prasad,M,38,KJP,GEN,183115,148302,1517,1.02
2402,Doddaballapur,Bangalore Rural,Purushothama,M,38,BSP,GEN,183115,148302,1439,0.97
2403,Doddaballapur,Bangalore Rural,T.Venkataramanaiah (Appakaranahalli T.Venkatesh),M,52,INC,GEN,183115,148302,38877,26.21
2404,Nelamangala,Bangalore Rural,Anjanamurthy,M,30,IND,SC,182233,139664,436,0.31
2405,Nelamangala,Bangalore Rural,Dr C Hanumaiah,M,73,BSP,SC,182233,139664,857,0.61
2406,Nelamangala,Bangalore Rural,B C Ramanna,M,45,IND,SC,182233,139664,456,0.33
2407,Nelamangala,Bangalore Rural,M V Nagaraju,M,52,BJP,SC,182233,139664,19368,13.87
2408,Nelamangala,Bangalore Rural,B Ramaiah,M,41,BSRC,SC,182233,139664,288,0.21
2409,Nelamangala,Bangalore Rural,Dr K Srinivasamurthy,M,52,JD(S),SC,182233,139664,60492,43.31
2410,Nelamangala,Bangalore Rural,Dr Chowdaiah,M,58,IND,SC,182233,139664,480,0.34
2411,Nelamangala,Bangalore Rural,Thirumalaiah,M,62,IND,SC,182233,139664,209,0.15
2412,Nelamangala,Bangalore Rural,Cheluvaraju H P,M,51,KJP,SC,182233,139664,9821,7.03
2413,Nelamangala,Bangalore Rural,Anjanamurthy,M,72,INC,SC,182233,139664,45389,32.5
2414,Nelamangala,Bangalore Rural,Srinivasa G M,M,36,IND,SC,182233,139664,319,0.23
2415,Nelamangala,Bangalore Rural,B V Satishchandra,M,77,IND,SC,182233,139664,646,0.46
2416,Nelamangala,Bangalore Rural,G Kumara,M,28,IND,SC,182233,139664,155,0.11
2417,Nelamangala,Bangalore Rural,Pujappa N G,M,43,IND,SC,182233,139664,252,0.18
2418,Nelamangala,Bangalore Rural,Lepaksha S,M,37,JD(U),SC,182233,139664,210,0.15
2419,Nelamangala,Bangalore Rural,Gangabylappa,M,50,BDBRAJP,SC,182233,139664,286,0.2
2420,Magadi,Ramanagaram,A.Manjunath,M,39,INC,GEN,202991,170066,60462,35.55
2421,Magadi,Ramanagaram,R.Rangaswami,M,34,IND,GEN,202991,170066,217,0.13
2422,Magadi,Ramanagaram,Mahamad Apsar Pasha,M,53,IND,GEN,202991,170066,185,0.11
2423,Magadi,Ramanagaram,M.T.Ravikumar,M,31,IND,GEN,202991,170066,1069,0.63
2424,Magadi,Ramanagaram,C.K.Jagadish Prasad,M,35,BJP,GEN,202991,170066,1604,0.94
2425,Magadi,Ramanagaram,A.G.Krishnamurthy,M,49,BDBRAJP,GEN,202991,170066,1228,0.72
2426,Magadi,Ramanagaram,T.M.Gangaiah,M,31,IND,GEN,202991,170066,297,0.17
2427,Magadi,Ramanagaram,H.C.Balakrishna,M,48,JD(S),GEN,202991,170066,74821,44
2428,Magadi,Ramanagaram,N.Manjunath,M,30,IND,GEN,202991,170066,274,0.16
2429,Magadi,Ramanagaram,H.M.Kirshnamurthy,M,55,KJP,GEN,202991,170066,27143,15.96
2430,Magadi,Ramanagaram,V.Rajashekshar,M,27,IND,GEN,202991,170066,869,0.51
2431,Magadi,Ramanagaram,Jaffer Pasha,M,46,BSP,GEN,202991,170066,515,0.3
2432,Magadi,Ramanagaram,K.Ramesha,M,29,JD(U),GEN,202991,170066,434,0.26
2433,Magadi,Ramanagaram,H.L.Balakrishna,M,40,IND,GEN,202991,170066,268,0.16
