,name,age,gender,party,votes,percent_votes,constituency,constituency_category
1407,H Suresh Poojari,46,M,IND,783,0.4430587463078437,Byndoor,GEN
1408,Abdul Hajeed,38,M,AIMEP,666,0.3768545658250625,Byndoor,GEN
1409,Marakala Manjunatha Basava,45,M,IND,401,0.2269049262700451,Byndoor,GEN
1410,Manjunatha Naik Kollur,37,M,IND,297,0.1680567658409062,Byndoor,GEN
1411,Halady Srinivas Shetty,67,M,BJP,103434,65.19880991402133,Kundapura,GEN
1412,Rakesh Malli,47,M,INC,47029,29.64436095912861,Kundapura,GEN
1413,Thekkatte Prakash Shetty,37,M,JD(S),2712,1.7094879100375684,Kundapura,GEN
1414,Rajiv Kotian,55,M,JD(U),2628,1.6565391694611833,Kundapura,GEN
1415,NOTA,,,NOTA,1813,1.1428103174403066,Kundapura,GEN
1416,Sudhakara Soorgoli,34,M,RPI(A),1028,0.6479917299109959,Kundapura,GEN
1417,K Raghupathi Bhat,49,M,BJP,84946,52.30503986946215,Udupi,GEN
1418,Pramod Madhwaraj,49,M,INC,72902,44.88901203780672,Udupi,GEN
1419,Birthi Gangandhar Bhandary,53,M,JD(S),1361,0.8380283858255596,Udupi,GEN
1420,NOTA,,,NOTA,1089,0.6705458575782766,Udupi,GEN
1421,Madhukara Mudradi,43,M,SHS,605,0.3725254764323758,Udupi,GEN
1422,Y S Vishwanath,54,M,AIMEP,401,0.2469135802469135,Udupi,GEN
1423,Sudheer Kanchan,63,M,IND,394,0.2426033681229026,Udupi,GEN
1424,Mahesha Thadekallu,29,M,IND,386,0.2376774114097472,Udupi,GEN
1425,Shekar Havanje,43,M,BRPP,321,0.1976540131153597,Udupi,GEN
1426,Lalaji .R. Mendon,58,M,BJP,75893,52.54001439964555,Kapu,GEN
1427,Vinay Kumar Sorake,63,M,INC,63976,44.2899867080195,Kapu,GEN
1428,Anupama Shenoy,37,F,BJC,1634,1.1312029242357111,Kapu,GEN
1429,M.Mansoor Ibrahim,43,M,JD(S),1393,0.9643608772707134,Kapu,GEN
1430,NOTA,,,NOTA,839,0.5808318564466105,Kapu,GEN
1431,Abdul Rahiman,34,M,AIMEP,713,0.4936032343819229,Kapu,GEN
1432,V. Sunil Kumar,42,M,BJP,91245,62.524411553088704,Karkal,GEN
1433,Gopala Bhandary,68,M,INC,48679,33.356631376982904,Karkal,GEN
1434,Maksood Ahamed,35,M,AIMEP,1817,1.2450748620961387,Karkal,GEN
1435,Uday Kumar,41,M,BSP,1348,0.9236989070476582,Karkal,GEN
1436,NOTA,,,NOTA,1340,0.91821701442423,Karkal,GEN
1437,Sumantha K Poojary,29,M,IND,554,0.3796210641724055,Karkal,GEN
1438,Ashraf Ali,49,M,IND,539,0.3693425155034776,Karkal,GEN
1439,Abdul Aziz,52,M,IND,413,0.2830027066844828,Karkal,GEN
1440,T D Rajegowda,58,M,INC,62780,45.80709652470212,Sringeri,GEN
1441,D N Jeevaraj,54,M,BJP,60791,44.355833144841775,Sringeri,GEN
1442,H G Venkatesh,66,M,JD(S),9799,7.149788767848935,Sringeri,GEN
1443,Praveen Khandya,37,M,IND,1294,0.9441602883555996,Sringeri,GEN
1444,NOTA,,,NOTA,1015,0.740589407017723,Sringeri,GEN
1445,Abraham,57,M,IND,482,0.3516887627414211,Sringeri,GEN
1446,M K Dayananda,68,M,PSS,424,0.3093693680546941,Sringeri,GEN
1447,Maheshkumar K V,42,M,SHS,275,0.2006523023939644,Sringeri,GEN
1448,K C Prakash,53,M,IND,193,0.140821434043764,Sringeri,GEN
1449,M.P.Kumaraswamy,55,M,BJP,58783,44.76385567858176,Mudigere,SC
1450,Motamma,67,F,INC,46271,35.2358397173274,Mudigere,SC
1451,B.B.Ningaiah,59,M,JD(S),22063,16.80120014011788,Mudigere,SC
1452,NOTA,,,NOTA,1321,1.005955009975784,Mudigere,SC
1453,Anilkumar.N.G,43,M,AIMEP,988,0.7523721043573616,Mudigere,SC
1454,S.Venkatesh,44,M,IND,555,0.4226381760307041,Mudigere,SC
1455,Ningaiah,45,M,PMPT,397,0.3023195601516928,Mudigere,SC
1456,Muniyappa,58,M,IND,346,0.263482538570493,Mudigere,SC
1457,Nanjunda Master,64,M,IND,259,0.1972311488143285,Mudigere,SC
1458,Arun Kumar.B,32,M,IND,187,0.1424024124643993,Mudigere,SC
1459,Laxmana,44,M,RPSN,148,0.1127035136081877,Mudigere,SC
1460,C T Ravi,50,M,BJP,70863,43.976591493006,Chikmagalur,GEN
1461,Shankar B L,65,M,INC,44549,27.64648934453698,Chikmagalur,GEN
1462,Harisha B H,37,M,JD(S),38317,23.77899688465787,Chikmagalur,GEN
1463,M G Vijayakumar,38,M,IND,1419,0.8806116496419217,Chikmagalur,GEN
1464,NOTA,,,NOTA,1224,0.7595973637503257,Chikmagalur,GEN
1465,Lakshmana,55,M,IND,849,0.5268775831895642,Chikmagalur,GEN
1466,Vishwanathan M,37,M,IND,792,0.4915041765443285,Chikmagalur,GEN
1467,Nurulla Khan,46,M,AIMEP,528,0.3276694510295522,Chikmagalur,GEN
1468,B V Ranjith,27,M,SHS,383,0.2376844692127245,Chikmagalur,GEN
1469,K R Ramashetty,66,M,IND,329,0.2041728208119748,Chikmagalur,GEN
1470,H D Revanna,42,M,IND,272,0.168799414166739,Chikmagalur,GEN
1471,Johar Anjum,36,M,IND,264,0.1638347255147761,Chikmagalur,GEN
1472,K Anandashetty,65,M,IND,243,0.1508024178033735,Chikmagalur,GEN
1473,G M Jayakumar,63,M,IND,229,0.1421142126624384,Chikmagalur,GEN
1474,Mohsina,29,F,IND,223,0.1383906961734662,Chikmagalur,GEN
1475,Yogeesha N H,39,M,IND,204,0.1265995606250543,Chikmagalur,GEN
1476,Mansoor Ahmed,43,M,IND,194,0.1203936998101006,Chikmagalur,GEN
1477,Muniya Bhovi,59,M,IND,132,0.081917362757388,Chikmagalur,GEN
1478,B M Thimma Shetty,35,M,IND,124,0.0769526741054251,Chikmagalur,GEN
1479,D S Suresh,50,M,BJP,44940,30.04151263762342,Tarikere,GEN
1480,G H Srinivasa,50,M,IND,33253,22.228981302601056,Tarikere,GEN
1481,H M Gopi,44,M,IND,29663,19.829136390071728,Tarikere,GEN
1482,S M Nagaraju,62,M,INC,20402,13.638338692318491,Tarikere,GEN
1483,T H Shivashankarappa,56,M,JD(S),14574,9.74243447220124,Tarikere,GEN
1484,Khaleel,40,M,RPSN,2096,1.401135079849993,Tarikere,GEN
1485,Akshay L B,32,M,KPJP,1236,0.826241869606198,Tarikere,GEN
1486,NOTA,,,NOTA,758,0.5067082015869726,Tarikere,GEN
1487,Srinath S,42,M,IND,751,0.502028838247779,Tarikere,GEN
1488,D C Suresh,41,M,IND,693,0.4632569705801742,Tarikere,GEN
1489,Sadiq Pasha,37,M,IND,517,0.3456044066233045,Tarikere,GEN
1490,Kantharaja N S,41,M,IND,391,0.2613758665178183,Tarikere,GEN
1491,Manjunath B S,44,M,AIMEP,319,0.2132452721718262,Tarikere,GEN
1492,K S Prakash,53,M,BJP,62232,38.970993437202544,Kadur,GEN
1493,Y S V Datta,64,M,JD(S),46860,29.3447222083062,Kadur,GEN
1494,K S Anand,39,M,INC,46142,28.895095436100394,Kadur,GEN
1495,NOTA,,,NOTA,1075,0.6731877160462904,Kadur,GEN
1496,Nagaraj N T,36,M,KPJP,698,0.4371023495816842,Kadur,GEN
1497,C M Rudresh,37,M,IND,546,0.3419167376383948,Kadur,GEN
1498,H Pradeep,38,M,IND,478,0.299333700716397,Kadur,GEN
1499,Thimmegowda H G,50,M,IND,404,0.252993337007164,Kadur,GEN
1500,Latha H K,32,F,AIMEP,337,0.2110365212163719,Kadur,GEN
1501,Nagaraja K H,42,M,IND,302,0.1891187816241671,Kadur,GEN
1502,Shyla Mohan,41,F,SJPL,222,0.139021091127699,Kadur,GEN
1503,G Yaradakere Y N Kantharaju,45,M,IND,197,0.1233655628475527,Kadur,GEN
1504,K R Gangadharappa,63,M,IND,195,0.122113120585141,Kadur,GEN
1505,J.C. Madhu Swamy,65,M,BJP,69612,38.53140930904502,Chiknayakanhalli,GEN
1506,C.B Sureshbabu,47,M,JD(S),59335,32.842917476184944,Chiknayakanhalli,GEN
1507,Santhosh Jayachandra,39,M,INC,45893,25.402545070102896,Chiknayakanhalli,GEN
1508,Ramachandraiah,55,M,INCP,1154,0.6387583511842493,Chiknayakanhalli,GEN
1509,NOTA,,,NOTA,1116,0.6177247139702098,Chiknayakanhalli,GEN
1510,Dr.M.K Pasha,32,M,AIMEP,1020,0.5645871041663207,Chiknayakanhalli,GEN
1511,H.P. Rangalakshmi,54,F,IND,650,0.3597858997138318,Chiknayakanhalli,GEN
1512,Rangaswamy K,44,M,IND,490,0.2712232167073501,Chiknayakanhalli,GEN
1513,K.S. Satheesh Kenkere,47,M,KRRS,465,0.2573852974875874,Chiknayakanhalli,GEN
1514,Hosahalli Chandranna,45,M,IND,379,0.2097828553716035,Chiknayakanhalli,GEN
1515,Jagruthi Ananda .S,43,M,IND,280,0.1549846952613429,Chiknayakanhalli,GEN
1516,M.V. Reddy,39,M,JD(U),269,0.1488960108046473,Chiknayakanhalli,GEN
1517,B.C. Nagesh,59,M,BJP,61383,40.49785249157161,Tiptur,GEN
1518,K. Shadakshari,69,M,INC,35820,23.632489064530816,Tiptur,GEN
1519,Lokeshwara,60,M,JD(S),17027,11.233679265822618,Tiptur,GEN
1520,K.T. Shanthakumar,44,M,IND,13506,8.910675525001487,Tiptur,GEN
1521,G. Narayan,40,M,IND,8689,5.732626953704864,Tiptur,GEN
1522,B. Nanjamari,68,M,IND,6212,4.098409326322318,Tiptur,GEN
1523,T N Kumaraswamy,55,M,IND,3018,1.991146063560972,Tiptur,GEN
1524,Mylari .M.,45,M,IND,2348,1.5491089984231812,Tiptur,GEN
1525,NOTA,,,NOTA,856,0.5647518324745499,Tiptur,GEN
1526,M. Ramesha,35,M,AIMEP,660,0.4354394970014053,Tiptur,GEN
1527,T. Shivanag,46,M,IND,501,0.3305381636328849,Tiptur,GEN
1528,Dr. S. Shobha,60,F,IND,425,0.2803966457963595,Tiptur,GEN
1529,Ananthashayana .A.T.,61,M,IND,335,0.2210185325688951,Tiptur,GEN
1530,Santhosh Bhyratae,32,M,SHS,306,0.2018855849733788,Tiptur,GEN
1531,R S Rajashekhar,42,M,IND,272,0.17945385330967,Tiptur,GEN
1532,N.L. Mallesh (Malli),40,M,IND,213,0.140528201304999,Tiptur,GEN
1533,Jayaram A S,50,M,BJP,60710,39.54044249343815,Turuvekere,GEN
1534,M T Krishnappa,66,M,JD(S),58661,38.20592813552257,Turuvekere,GEN
1535,Rangappa T Chowdri,62,M,INC,24584,16.011567093702578,Turuvekere,GEN
1536,M.Narayan Gowda,40,M,IND,4566,2.973837266101772,Turuvekere,GEN
1537,M D Ramesh,45,M,IND,2148,1.398993089703593,Turuvekere,GEN
1538,NOTA,,,NOTA,954,0.6213405063208696,Turuvekere,GEN
1539,H L Sanjeevaiah,76,M,IND,613,0.3992470968288187,Turuvekere,GEN
1540,Kapanigowda,63,M,IND,393,0.2559610261887859,Turuvekere,GEN
1541,Raghavendra M J Lad,46,M,IND,279,0.1817127895844052,Turuvekere,GEN
1542,Krishnappa,60,M,IND,238,0.1550094764196719,Turuvekere,GEN
1543,G S Basavalingaiah,43,M,IND,198,0.1289574635760295,Turuvekere,GEN
1544,Ramesh B M,39,M,IND,195,0.1270035626127563,Turuvekere,GEN
1545,Dr H.D. Ranganath,46,M,INC,58697,36.24994596196958,Kunigal,GEN
1546,D Krishna Kumar,58,M,BJP,53097,32.79151201497008,Kunigal,GEN
1547,D. Nagarajaiah,74,M,JD(S),44476,27.46737646906245,Kunigal,GEN
1548,Anand Patel Hulikatte,35,M,KRRS,2869,1.7718298203467078,Kunigal,GEN
1549,NOTA,,,NOTA,830,0.5125893171445687,Kunigal,GEN
1550,H B Shivalingaiah,64,M,IND,527,0.3254633375122743,Kunigal,GEN
1551,H.A Jayaramaiah,50,M,IND,485,0.2995250829097781,Kunigal,GEN
1552,Bhagyalakshmi E,36,F,IND,343,0.2118290792537193,Kunigal,GEN
1553,Herur Dhanaraj,37,M,RPI(A),240,0.1482185977285499,Kunigal,GEN
1554,B.T. Thirumalegowda,65,M,IND,222,0.1371022028989087,Kunigal,GEN
1555,Lakshminarayana Gowda,38,M,SP,137,0.0846081162033806,Kunigal,GEN
1556,G.B. Jyothi Ganesh,42,M,BJP,60421,35.56875511417488,Tumkur City,GEN
1557,N. Govindaraju,53,M,JD(S),55128,32.45286128886037,Tumkur City,GEN
1558,Dr. Rafeeq Ahmed. S.,50,M,INC,51219,30.151703351366624,Tumkur City,GEN
1559,NOTA,,,NOTA,1309,0.7705847378304713,Tumkur City,GEN
1560,C.Thippeswamy,70,M,SJPL,383,0.2254652059503976,Tumkur City,GEN
1561,R. Shariff (Afsar),35,M,IND,345,0.203095289955319,Tumkur City,GEN
1562,Prakash R.A. Jain,50,M,IND,253,0.1489365459672339,Tumkur City,GEN
1563,Nissar Ahmed (Arif),35,M,AIMEP,157,0.0924230739796669,Tumkur City,GEN
1564,Veerappa Devaru R. S.,52,M,JD(U),131,0.0771173419830341,Tumkur City,GEN
1565,Nagaraju R,41,M,IND,119,0.0700531579845883,Tumkur City,GEN
1566,Babajan (Dubaibabu),26,M,KPJP,118,0.0694644759847178,Tumkur City,GEN
1567,Raju,40,M,KJP,104,0.0612229279865309,Tumkur City,GEN
1568,Reshma Mariam,27,F,FCI,95,0.0559247899876965,Tumkur City,GEN
1569,Manjula M,50,F,RMVP,89,0.0523926979884736,Tumkur City,GEN
1570,D C Gowrishankar,41,M,JD(S),82740,48.01197688183274,Tumkur Rural,GEN
1571,B Suresh Gowda,52,M,BJP,77100,44.73922428800223,Tumkur Rural,GEN
1572,Rayasandra Ravikumar,34,M,INC,7633,4.42924123204048,Tumkur Rural,GEN
1573,NOTA,,,NOTA,1530,0.8878211823689157,Tumkur Rural,GEN
1574,Siddaramegowda T B,50,M,IND,906,0.5257294060302208,Tumkur Rural,GEN
1575,Tajuddin Shariff,44,M,WPOI,718,0.4166376529025369,Tumkur Rural,GEN
1576,K V Srinivaskalkere,43,M,IND,508,0.2947798435577838,Tumkur Rural,GEN
1577,Sunil Yadav S,32,M,AIMEP,351,0.203676624190516,Tumkur Rural,GEN
1578,Shabbir Ahmed,43,M,IND,239,0.1386857925399809,Tumkur Rural,GEN
1579,Anwar,72,M,IND,220,0.1276605621706937,Tumkur Rural,GEN
1580,Arun Gowda H B,37,M,IND,150,0.0870412923891093,Tumkur Rural,GEN
1581,Yoganarasimhamurthy T H,42,M,IND,140,0.0812385395631687,Tumkur Rural,GEN
1582,Guluru Rangaiah Nagaraju,65,M,IND,97,0.056286702411624,Tumkur Rural,GEN
1583,Dr. G. Parameshwara,67,M,INC,81598,47.63539349784293,Koratagere,SC
1584,P.R. Sudhakar Lal,53,M,JD(S),73979,43.18756312136231,Koratagere,SC
1585,Y.H. Huchhaiah,64,M,BJP,12190,7.116295089814766,Koratagere,SC
1586,NOTA,,,NOTA,1351,0.7886886518736463,Koratagere,SC
1587,K V Srinivas Kalkere,43,M,IND,623,0.3636958031956193,Koratagere,SC
1588,Sathyappa,62,M,AIMEP,332,0.1938154200015178,Koratagere,SC
1589,Shantha Kumar V,40,M,IND,308,0.179804666748396,Koratagere,SC
1590,Dr. Nandini A.C,30,F,IND,205,0.1196751840370818,Koratagere,SC
1591,Muthuraju P M,43,M,IND,205,0.1196751840370818,Koratagere,SC
1592,Gangaiah.N.S,48,M,IND,196,0.1144211515671611,Koratagere,SC
1593,Venkatesha,52,M,IND,167,0.0974914913863056,Koratagere,SC
1594,A V Nagaraju,33,M,IND,143,0.0834807381331838,Koratagere,SC
1595,S R Srinivas (Vasu),56,M,JD(S),55572,35.75601595676232,Gubbi,GEN
1596,G N Bettaswamy,59,M,BJP,46491,29.913138592201776,Gubbi,GEN
1597,S D Dilip Kumar (Shivasandra),38,M,IND,30528,19.642259683438425,Gubbi,GEN
1598,K Kumar (Balaji Kumar),44,M,INC,13938,8.967957791789988,Gubbi,GEN
1599,H T Krishnappa,62,M,IND,3296,2.1207051859477546,Gubbi,GEN
1600,Prabhuswami B S,44,M,AAAP,1129,0.726418736327371,Gubbi,GEN
1601,Bettaswamy,53,M,IND,983,0.6324797323381804,Gubbi,GEN
1602,Dileep Kumar K U,27,M,IND,813,0.5230987002959722,Gubbi,GEN
1603,Srinivas,62,M,IND,660,0.4246557714579848,Gubbi,GEN
1604,NOTA,,,NOTA,457,0.2940419508428774,Gubbi,GEN
1605,Shivakumar M S,32,M,KPJP,457,0.2940419508428774,Gubbi,GEN
1606,Naganna G K,33,M,IND,383,0.2464290310127396,Gubbi,GEN
1607,A B Ajaz Pasha,39,M,IND,265,0.1705057264187363,Gubbi,GEN
1608,Raju B S,39,M,AIMEP,227,0.146055848668125,Gubbi,GEN
1609,Ravikumar M K,32,M,RPSN,221,0.1421953416548706,Gubbi,GEN
1610,B Sathyanarayana,65,M,JD(S),74338,41.23840589357831,Sira,GEN
1611,T B Jayachandra,68,M,INC,63973,35.48850574712644,Sira,GEN
1612,S R Gowda,44,M,BJP,16959,9.4078684595926,Sira,GEN
1613,C M Nagaraju,43,M,IND,14468,8.026006301868371,Sira,GEN
1614,Chidanand M Gowda,50,M,IND,3610,2.002618381928727,Sira,GEN
1615,Gireesh,46,M,CPI,1457,0.8082589979141703,Sira,GEN
1616,Kavitha R Manangi,35,F,SJPL,1179,0.6540407402476367,Sira,GEN
1617,Shashikumar Sira,31,M,IND,649,0.360027515199929,Sira,GEN
1618,NOTA,,,NOTA,568,0.3150934185416944,Sira,GEN
1619,S N Kantharaju,67,M,IND,503,0.2790351928282962,Sira,GEN
1620,B A Manjunatha,49,M,IND,479,0.2657213864110416,Sira,GEN
1621,Rangappa,38,M,IND,471,0.2612834509386234,Sira,GEN
1622,M L A R Kambanna,46,M,IND,456,0.2529623219278392,Sira,GEN
1623,Gurusiddappa M.,33,M,IND,439,0.2435317090489504,Sira,GEN
1624,D Lakshmaiah,42,M,IND,419,0.2324368703679049,Sira,GEN
1625,K Manjunatha,40,M,IND,296,0.1642036124794745,Sira,GEN
1626,Venkataramanappa,69,M,INC,72974,44.79378310856848,Pavagada,SC
1627,K M Thimmarayappa,59,M,JD(S),72565,44.542725782789375,Pavagada,SC
1628,G.V.Balaram,55,M,BJP,14074,8.639072868007686,Pavagada,SC
1629,G.Muthyalappa,50,M,LAD,796,0.4886103455260848,Pavagada,SC
1630,NOTA,,,NOTA,794,0.4873826813413459,Pavagada,SC
1631,Venkatappa,54,M,SJPL,458,0.2811350983052096,Pavagada,SC
1632,Hanumantharayappa,28,M,IND,260,0.1595963440160578,Pavagada,SC
1633,Hanumantharaya.O,31,M,IND,185,0.1135589370883488,Pavagada,SC
1634,Madletappa,46,M,IND,167,0.1025099594256987,Pavagada,SC
1635,Ramesh Naik.R,39,M,SP,153,0.0939163101325263,Pavagada,SC
1636,P.Murthy,37,M,AIMEP,149,0.0914609817630485,Pavagada,SC
1637,Duggamma,43,F,IND,117,0.071818354807226,Pavagada,SC
1638,B.T.Ramasubbaiah,55,M,BBKD,111,0.0681353622530093,Pavagada,SC
1639,L.Gangadhara,27,M,IND,108,0.0662938659759009,Pavagada,SC
1640,M.V. Veerabhadraiah,63,M,JD(S),88521,53.30663615560641,Madhugiri,GEN
1641,Kyathasandra N.Rajanna,67,M,INC,69947,42.1215223413224,Madhugiri,GEN
1642,Ramesh Reddy S.E.,52,M,BJP,2911,1.7529808502950743,Madhugiri,GEN
1643,Veerabhadreshaiah,45,M,IND,1532,0.9225581115259546,Madhugiri,GEN
1644,Mujeebur Rehman,44,M,AIMEP,740,0.4456220643141033,Madhugiri,GEN
1645,Srinivasa,49,M,IND,486,0.2926653016981814,Madhugiri,GEN
1646,NOTA,,,NOTA,428,0.2577381669276165,Madhugiri,GEN
1647,K.R.Rajanna,56,M,IND,417,0.2511140551607853,Madhugiri,GEN
1648,Raghavendra S.V.,37,M,SP,175,0.1053835962904974,Madhugiri,GEN
1649,Maruthi G.H.,30,M,IND,165,0.0993616765024689,Madhugiri,GEN
1650,Udaya Kumara,49,M,IND,158,0.095146332650849,Madhugiri,GEN
1651,K.C.Chowdappa Kabathanahally,63,M,IND,155,0.0933397567144405,Madhugiri,GEN
1652,Syed Muzamil Pasha,34,M,KPJP,133,0.080091533180778,Madhugiri,GEN
1653,Leader Bhaskar,52,M,IND,100,0.0602191978802842,Madhugiri,GEN
1654,"B.M.Cholaraju,Advocate (B.M.C.Raju)",63,M,IND,97,0.0584126219438757,Madhugiri,GEN
1655,Balarama S T,28,M,IND,95,0.05720823798627,Madhugiri,GEN
1656,N.H.Shivashankara Reddy,64,M,INC,69000,40.90828244501097,Gauribidanur,GEN
1657,C.R.Narasimhamurthy,52,M,JD(S),59832,35.47281674275212,Gauribidanur,GEN
1658,K.Jaipal Reddy,40,M,BJP,34759,20.60769550008893,Gauribidanur,GEN
1659,N.R.Ravichandrareddy,48,M,CPM,1095,0.6491966561925654,Gauribidanur,GEN
1660,NOTA,,,NOTA,784,0.4648129483607044,Gauribidanur,GEN
1661,Anantha.G. (P.T.Master),57,M,RPI(A),731,0.4333906444536669,Gauribidanur,GEN
1662,V.C.Sachidanandamurthy,58,M,BJC,600,0.3557241951740084,Gauribidanur,GEN
1663,N.Hanumanthanayaka,43,M,IND,453,0.2685717673563763,Gauribidanur,GEN
1664,G.R.Mohan Kumar,50,M,IND,325,0.1926839390525879,Gauribidanur,GEN
1665,Yogeesha. H.V.,27,M,AIMEP,314,0.1861623288077311,Gauribidanur,GEN
1666,G.N.Ravi,54,M,IND,234,0.1387324361178633,Gauribidanur,GEN
1667,D.Palya. Khadar Subhan Khan,47,M,SP,192,0.1138317424556827,Gauribidanur,GEN
1668,Amjad Khan (Nadim),48,M,IND,190,0.112645995138436,Gauribidanur,GEN
1669,Devaki. B.A.,64,F,PPOI,161,0.0954526590383589,Gauribidanur,GEN
1670,S.N. Subbareddy(Chinnakayalapalli),52,M,INC,65710,39.938490712827,Bagepalli,GEN
1671,G.V. Sreeramareddy,66,M,CPM,51697,31.42139939706311,Bagepalli,GEN
1672,Dr. C. R. Manohar,38,M,JD(S),38302,23.27992803656521,Bagepalli,GEN
1673,Saikumar. P.,56,M,BJP,4140,2.5162890207138,Bagepalli,GEN
1674,Tahseen Taj,34,F,SP,851,0.5172371875911699,Bagepalli,GEN
1675,Gunjuru R Srinivasareddy,48,M,IND,845,0.5135903919089759,Bagepalli,GEN
1676,A. N. Narendra Melina Appireedy Halli,31,M,IND,720,0.4376154818632695,Bagepalli,GEN
1677,NOTA,,,NOTA,680,0.4133035106486434,Bagepalli,GEN
1678,T. S .Somashekar,32,M,IND,424,0.2577068948750364,Bagepalli,GEN
1679,T. Ramappa,50,M,IND,300,0.1823397841096956,Bagepalli,GEN
1680,R. Muniraju.,59,M,SJPL,190,0.1154818632694738,Bagepalli,GEN
1681,Uttamkumar. V,43,M,IND,155,0.094208888456676,Bagepalli,GEN
1682,V. Narasimhamurthy,36,M,LAD,141,0.0856996985315569,Bagepalli,GEN
1683,S. N. Govindareddy.,58,M,IND,133,0.0808373042886317,Bagepalli,GEN
1684,H. N. Ramakrishna Reddy,71,M,PPOI,126,0.0765827093260721,Bagepalli,GEN
1685,B. A. Babajan,38,M,AIMEP,114,0.0692891179616843,Bagepalli,GEN
1686,Dr. K. Sudhakar,44,M,INC,82006,47.274697781134165,Chikkaballapur,GEN
1687,K.P.Bachegowda,63,M,JD(S),51575,29.731879838816607,Chikkaballapur,GEN
1688,Naveen Kiran K.V.,39,M,IND,29433,16.96749237607153,Chikkaballapur,GEN
1689,Dr. G.V. Manjunatha,62,M,BJP,5576,3.21444424587962,Chikkaballapur,GEN
1690,"N Narasimhamurthy B.E.,",51,M,KP,1830,1.054955697625485,Chikkaballapur,GEN
1691,Ashoka.M.B,37,M,ASP,851,0.4905832233220151,Chikkaballapur,GEN
1692,NOTA,,,NOTA,714,0.4116056656309269,Chikkaballapur,GEN
1693,Naveen Kumar,30,M,IND,369,0.2127205750949748,Chikkaballapur,GEN
1694,Sudhakar,33,M,IND,285,0.1642963791383952,Chikkaballapur,GEN
1695,S.N.Tabassum,46,F,AIMEP,232,0.1337430174038866,Chikkaballapur,GEN
1696,Sudhakar,26,M,IND,226,0.1302841462641309,Chikkaballapur,GEN
1697,Naveen Kumar G.,30,M,IND,198,0.1141427476119377,Chikkaballapur,GEN
1698,Sudhakara,35,M,IND,172,0.0991543060063297,Chikkaballapur,GEN
1699,V. Muniyappa,70,M,INC,76240,44.76227381078193,Sidlaghatta,GEN
1700,B.N. Ravikumar,49,M,JD(S),66531,39.06189452918589,Sidlaghatta,GEN
1701,Anjinappa (Puttu),41,M,IND,10986,6.4501356254623605,Sidlaghatta,GEN
1702,M .Rajanna,54,M,IND,8593,5.045149775131808,Sidlaghatta,GEN
1703,Suresh.H.,52,M,BJP,3596,2.1112950763847302,Sidlaghatta,GEN
1704,B.S.Moula Jaan,44,M,ANC,1081,0.6346801939855098,Sidlaghatta,GEN
1705,NOTA,,,NOTA,958,0.5624640387031622,Sidlaghatta,GEN
1706,S.N. Ravikumar,48,M,IND,752,0.441516656685572,Sidlaghatta,GEN
1707,Venkateshappa,44,M,RPSN,290,0.1702657319665104,Sidlaghatta,GEN
1708,M. Narayanaswamy,51,M,JBJSP,282,0.1655687462570895,Sidlaghatta,GEN
1709,Wisdom Nagaraj,49,M,IND,220,0.1291671070090769,Sidlaghatta,GEN
1710,K.V. Yamegowda,33,M,AIMEP,207,0.1215345052312678,Sidlaghatta,GEN
1711,Mohammed Ismail,55,M,SP,202,0.1185988891628797,Sidlaghatta,GEN
1712,R. Mohan,27,M,IND,159,0.0933525909747419,Sidlaghatta,GEN
1713,Y.N. Gangadhara,32,M,IND,125,0.0733904017097028,Sidlaghatta,GEN
1714,Byaregowda Venkatashami,33,M,IND,100,0.0587123213677622,Sidlaghatta,GEN
1715,J K Krishna Reddy,51,M,JD(S),87753,48.54722889166731,Chintamani,GEN
1716,Dr.M.C Sudhakar,49,M,BPJP,82513,45.64832538532181,Chintamani,GEN
1717,Vani Krishnareddy,46,F,INC,2233,1.235353345356775,Chintamani,GEN
1718,Naa Shankar,49,M,BJP,1962,1.085429137299594,Chintamani,GEN
1719,N.R Sudhakar,36,M,IND,1425,0.7883468504851789,Chintamani,GEN
1720,NOTA,,,NOTA,877,0.4851790792108786,Chintamani,GEN
1721,T.C Venkateshreddy,55,M,IND,794,0.4392613328317419,Chintamani,GEN
1722,Bhaskar Ankalamadugu Shivareddy,26,M,IND,384,0.2124387302360061,Chintamani,GEN
1723,Suresh Y.N,31,M,RMVP,359,0.1986080837362661,Chintamani,GEN
1724,Srinatha. L.V,28,M,DRAPP,355,0.1963951802963077,Chintamani,GEN
1725,M. Sudhakar,52,M,IND,286,0.1582225959570254,Chintamani,GEN
1726,G.S Shubhash,31,M,IND,276,0.1526903373571294,Chintamani,GEN
1727,Sudhakarareddy K.V,38,M,IND,227,0.125582270217639,Chintamani,GEN
1728,Krishnareddy,49,M,IND,219,0.1211564633377222,Chintamani,GEN
1729,Dr.S. Rachana,40,F,IND,192,0.106219365118003,Chintamani,GEN
1730,Syed Aleem Pasha,42,M,ANC,151,0.0835371048584295,Chintamani,GEN
1731,T.S Sudhakarareddy,47,M,IND,126,0.0697064583586895,Chintamani,GEN
1732,Ghouse Khan,41,M,AIMEP,126,0.0697064583586895,Chintamani,GEN
1733,Krishna Reddy .M,49,M,IND,122,0.0674935549187311,Chintamani,GEN
1734,Jameer Pasha,37,M,ASP,116,0.0641741997587935,Chintamani,GEN
1735,Syed Ayub,37,M,FCI,107,0.0591951670188871,Chintamani,GEN
